MR-053|59.74|53.76
MR-053A|39.82|35.84
MR-054|77.36|69.63
MR-054A|51.59|46.43
MR-055|102.02|91.82
MR-055A|68.01|61.21
MR-056|132.57|119.31
MR-056A|88.37|79.53
MR-057|144.09|129.68
MR-057A|96.05|86.44
MR-058|178.15|160.34
MR-058A|118.76|106.88
MR-059|237.63|213.86
MR-059A|158.43|142.58
MR-060|19.26|17.33
MR-061|23.35|21.02
MR-062|29.50|26.55
MR-063|29.50|26.55
MR-064|39.82|35.84
MR-065|39.82|35.84
MR-066|39.82|35.84
MR-087|51.59|46.43
MR-067|51.59|46.43
MR-068|51.59|46.43
MR-069|68.01|61.21
MR-070|68.01|61.21
MR-071|88.39|79.55
MR-072|96.05|86.44
MR-073|118.76|106.88
MR-074|158.43|142.58
MR-075|37.64|33.88
MR-076|42.76|38.48
MR-077|62.13|55.92
MR-078|105.12|94.61
MR-079|181.12|163.01
MR-080|301.38|271.24
MR-104|166.68|150.01
MR-081|22.82|20.54
MR-082|33.90|30.51
MR-083|47.55|42.79
MR-084|67.20|60.48
MR-086|153.84|138.45
MMH-386|19.44|17.50
MMH-003|18.75|16.87
MMH-003S|19.15|17.24
MMH-005|18.75|16.87
MMH-005S|19.15|17.24
MMH-006|22.15|19.94
MMH-006S|22.55|20.30
MMH-007|24.27|21.85
MMH-007S|24.68|22.21
MMH-009|29.77|26.79
MMH-018|18.75|16.87
MMH-020|18.75|16.87
MMH-021|22.15|19.94
MMH-022|24.27|21.85
MMH-024|29.77|26.79
MMH-024S|30.18|27.16
MMH-036|22.15|19.94
MMH-037|24.27|21.85
MMH-038|27.90|25.11
MMH-304|73.62|66.26
MMH-303|94.08|84.67
MMH-411|158.18|142.36
MMH-412|294.84|265.36
MMH-306|21.30|19.17
MMH-312|21.30|19.17
MMH-048|18.75|16.87
MMH-049|18.75|16.87
MMH-049S|19.15|17.24
MMH-051|22.15|19.94
MMH-051S|22.55|20.30
MMH-052|24.27|21.85
MMH-052S|24.68|22.21
MMH-053|29.77|26.79
MMH-065|36.07|32.47
MMH-066|36.07|32.47
